order_id,user_id,event_date,order_sum,commission,delivery_fee
O300_0_7772,300,2025-02-09,8143.0,907.0,0.0
O300_1_5603,300,2025-02-12,6584.0,766.0,0.0
O300_2_7899,300,2025-02-14,6822.0,884.0,0.0
O304_0_3933,304,2025-01-14,7512.0,1001.0,990.0
O307_0_5994,307,2025-01-07,9971.0,971.0,0.0
O308_0_5267,308,2025-02-17,11078.0,1325.0,0.0
O310_0_6607,310,2025-01-24,10848.0,1093.0,0.0
O314_0_8867,314,2025-01-29,12506.0,1138.0,0.0
O329_0_8950,329,2025-02-11,13907.0,1355.0,0.0
O334_0_2299,334,2025-02-02,13037.0,1475.0,0.0
O335_0_9634,335,2025-01-06,11573.0,1032.0,0.0
O340_0_2016,340,2025-01-10,10236.0,886.0,0.0
O340_1_9534,340,2025-01-17,10561.0,1271.0,0.0
O341_0_4326,341,2025-01-23,12740.0,858.0,1490.0
O342_0_7154,342,2025-01-05,6758.0,632.0,0.0
O345_0_9625,345,2025-01-25,9515.0,592.0,0.0
O347_0_6233,347,2025-02-20,8468.0,841.0,0.0
O358_0_4992,358,2025-01-20,15023.0,1490.0,0.0
O362_0_7310,362,2025-01-18,6225.0,548.0,0.0
O362_1_3064,362,2025-01-22,12319.0,1472.0,0.0
O363_0_6495,363,2025-02-27,10512.0,949.0,0.0
O364_0_3581,364,2025-02-04,8809.0,1040.0,0.0
O364_1_6235,364,2025-02-09,6068.0,597.0,0.0
O366_0_1821,366,2025-02-02,16185.0,1144.0,0.0
O367_0_2893,367,2025-02-03,11527.0,1271.0,0.0
O369_0_8397,369,2025-02-03,9667.0,876.0,0.0
O371_0_6785,371,2025-01-08,11282.0,1217.0,0.0
O374_0_5631,374,2025-01-01,7211.0,873.0,0.0
O381_0_4799,381,2025-02-19,9025.0,1096.0,0.0
O382_0_7073,382,2025-02-08,9636.0,990.0,0.0
O387_0_7041,387,2025-02-06,10950.0,516.0,0.0
O387_1_7269,387,2025-02-11,7730.0,525.0,0.0
O389_0_8776,389,2025-01-25,10713.0,1342.0,0.0
O390_0_7789,390,2025-01-22,13497.0,1244.0,0.0
O396_0_2416,396,2025-02-01,9845.0,999.0,0.0
O397_0_4677,397,2025-02-27,10054.0,1077.0,0.0
O398_0_3017,398,2025-02-07,11537.0,1010.0,0.0
O408_0_4782,408,2025-01-02,8121.0,1000.0,0.0
O410_0_4237,410,2025-02-17,9687.0,1241.0,0.0
O411_0_2174,411,2025-01-11,9848.0,653.0,0.0
O417_0_2387,417,2025-01-30,11654.0,1202.0,0.0
O418_0_4110,418,2025-01-11,12193.0,685.0,0.0
O422_0_2918,422,2025-02-24,14086.0,1490.0,0.0
O423_0_2469,423,2025-01-21,6739.0,681.0,0.0
O425_0_7284,425,2025-02-08,11577.0,1010.0,0.0
O426_0_5070,426,2025-01-23,10511.0,1052.0,0.0
O428_0_5009,428,2025-01-29,11479.0,1346.0,0.0
O428_1_3838,428,2025-02-04,10169.0,799.0,0.0
O429_0_5607,429,2025-02-13,8466.0,858.0,0.0
O430_0_3739,430,2025-02-28,13347.0,1177.0,0.0
O431_0_2558,431,2025-02-06,12697.0,1451.0,0.0
O433_0_3577,433,2025-01-19,8369.0,1024.0,0.0
O436_0_7605,436,2025-01-10,10605.0,1103.0,0.0
O437_0_8292,437,2025-02-03,8734.0,703.0,0.0
O438_0_7843,438,2025-02-27,11027.0,799.0,0.0
O439_0_5864,439,2025-02-07,12531.0,1133.0,0.0
O441_0_2439,441,2025-02-04,12493.0,850.0,0.0
O442_0_1370,442,2025-02-05,9455.0,1179.0,0.0
O444_0_3367,444,2025-01-24,12451.0,1199.0,0.0
O444_1_1818,444,2025-01-30,9341.0,1247.0,0.0
O445_0_1539,445,2025-01-04,8743.0,823.0,0.0
O449_0_3889,449,2025-01-08,5856.0,606.0,0.0
O458_0_4346,458,2025-02-17,8765.0,863.0,0.0
O462_0_9853,462,2025-02-02,9033.0,1055.0,0.0
O463_0_7265,463,2025-01-18,13098.0,1517.0,1490.0
O467_0_9338,467,2025-01-25,7909.0,787.0,0.0
O469_0_1010,469,2025-02-22,8894.0,844.0,0.0
O470_0_4567,470,2025-02-06,8227.0,936.0,0.0
,470,2025-02-13,,,
O473_0_2754,473,2025-02-07,8816.0,1245.0,0.0
O474_0_8986,474,2025-01-04,11809.0,967.0,0.0
O479_0_8928,479,2025-02-27,10901.0,1033.0,0.0
O483_0_5515,483,2025-01-01,8934.0,931.0,0.0
O484_0_4900,484,2025-01-22,11698.0,872.0,0.0
O485_0_1080,485,2025-02-14,10590.0,1009.0,0.0
O486_0_2298,486,2025-02-07,10040.0,1406.0,0.0
O486_1_4888,486,2025-02-13,7949.0,854.0,0.0
O494_0_4041,494,2025-01-06,10202.0,1116.0,0.0
O495_0_7655,495,2025-01-18,10507.0,862.0,0.0
O499_0_4872,499,2025-01-03,6755.0,526.0,0.0
O500_0_5368,500,2025-02-25,7379.0,656.0,0.0
O501_0_3484,501,2025-01-08,9572.0,1117.0,0.0
O502_0_3273,502,2025-01-25,10325.0,814.0,0.0
O503_0_9457,503,2025-02-28,12368.0,1066.0,0.0
O504_0_2831,504,2025-01-31,11153.0,779.0,0.0
O504_1_1502,504,2025-02-04,8469.0,831.0,0.0
O506_0_2960,506,2025-01-09,12634.0,1206.0,0.0
O509_0_9261,509,2025-02-16,8030.0,894.0,0.0
O511_0_7673,511,2025-02-13,13159.0,1155.0,0.0
O515_0_1427,515,2025-02-10,7698.0,700.0,0.0
O521_0_1444,521,2025-02-05,5542.0,510.0,0.0
O524_0_9464,524,2025-02-10,6105.0,730.0,0.0
O526_0_4185,526,2025-01-11,10549.0,960.0,0.0
O529_0_6938,529,2025-01-02,14197.0,1026.0,0.0
O531_0_9594,531,2025-01-07,6333.0,666.0,0.0
O536_0_1562,536,2025-01-30,8658.0,665.0,0.0
O536_1_2188,536,2025-02-06,7584.0,881.0,0.0
O537_0_1120,537,2025-01-21,9714.0,783.0,0.0
O538_0_2151,538,2025-01-05,3066.0,286.0,0.0
O539_0_6036,539,2025-02-06,11078.0,1233.0,0.0
O543_0_8565,543,2025-01-27,6013.0,758.0,0.0
O546_0_3470,546,2025-02-07,7421.0,751.0,0.0
O549_0_3815,549,2025-01-14,8625.0,1102.0,0.0
O552_0_5310,552,2025-02-17,10404.0,1373.0,0.0
O553_0_1076,553,2025-02-20,6497.0,550.0,1490.0
O557_0_9166,557,2025-01-18,7114.0,470.0,0.0
O559_0_8018,559,2025-02-14,9952.0,830.0,0.0
O569_0_6660,569,2025-02-13,11499.0,1012.0,0.0
O572_0_5615,572,2025-02-13,8404.0,757.0,0.0
O577_0_1185,577,2025-01-09,9007.0,1209.0,0.0
O578_0_1288,578,2025-01-19,10329.0,979.0,0.0
O580_0_5840,580,2025-01-19,11270.0,1016.0,0.0
O583_0_9120,583,2025-02-13,11015.0,617.0,0.0
O584_0_6624,584,2025-02-24,13243.0,1757.0,0.0
O587_0_9093,587,2025-01-15,11035.0,908.0,0.0
O592_0_5960,592,2025-01-06,12038.0,927.0,0.0
O595_0_9945,595,2025-01-10,11041.0,1067.0,0.0
O599_0_4465,599,2025-01-13,12170.0,1226.0,0.0
O600_0_5719,600,2025-01-28,14853.0,1315.0,0.0
O603_0_8292,603,2025-02-02,8797.0,975.0,0.0
O608_0_7994,608,2025-01-14,11127.0,1383.0,0.0
O610_0_8956,610,2025-02-12,9315.0,1148.0,0.0
O611_0_6645,611,2025-02-07,12253.0,1415.0,0.0
O612_0_7540,612,2025-01-17,14739.0,1885.0,0.0
O614_0_4925,614,2025-01-07,9958.0,1050.0,990.0
O615_0_9792,615,2025-01-15,7202.0,625.0,0.0
O616_0_6783,616,2025-01-11,8801.0,1008.0,0.0
O617_0_9367,617,2025-01-08,10754.0,1000.0,1490.0
O617_1_7412,617,2025-01-12,8541.0,1015.0,0.0
O619_0_5826,619,2025-01-13,12578.0,978.0,1490.0
,622,2025-02-24,10045.0,547.0,990.0
O624_0_9713,624,2025-02-15,8207.0,704.0,0.0
O626_0_2491,626,2025-01-18,11480.0,1534.0,0.0
O628_0_7721,628,2025-01-10,8720.0,1131.0,0.0
O628_1_4446,628,2025-01-15,10793.0,1116.0,0.0
O630_0_7321,630,2025-02-17,11148.0,881.0,990.0
O633_0_1909,633,2025-01-19,6254.0,881.0,0.0
O634_0_4994,634,2025-01-14,5898.0,509.0,0.0
O637_0_8366,637,2025-02-12,7320.0,914.0,0.0
O638_0_3679,638,2025-02-24,14403.0,846.0,0.0
O640_0_1639,640,2025-01-30,11594.0,1538.0,0.0
O643_0_8758,643,2025-02-15,10228.0,860.0,0.0
O644_0_1214,644,2025-02-21,12841.0,1073.0,0.0
,646,2025-01-18,11284.0,1067.0,990.0
O650_0_8082,650,2025-02-06,10057.0,1016.0,0.0
O651_0_5124,651,2025-01-19,9518.0,995.0,0.0
,654,2025-02-02,9651.0,1228.0,0.0
O656_0_1974,656,2025-02-24,9086.0,1173.0,990.0
O658_0_1022,658,2025-02-15,8142.0,732.0,0.0
O662_0_1559,662,2025-01-27,10091.0,985.0,0.0
O662_1_7182,662,2025-01-28,9595.0,924.0,0.0
O662_2_6358,662,2025-01-31,10450.0,1058.0,0.0
O663_0_4904,663,2025-02-07,5855.0,604.0,0.0
O666_0_5537,666,2025-02-12,9923.0,1155.0,0.0
O667_0_3037,667,2025-01-15,9150.0,891.0,0.0
O668_0_7176,668,2025-01-02,6766.0,723.0,0.0
O671_0_6069,671,2025-02-07,8494.0,830.0,0.0
O672_0_6739,672,2025-02-25,7344.0,730.0,0.0
O674_0_9789,674,2025-02-03,10475.0,1003.0,0.0
O679_0_1565,679,2025-01-23,14019.0,1109.0,0.0
O681_0_5374,681,2025-02-27,8271.0,1015.0,0.0
,686,2025-01-23,10273.0,1028.0,0.0
O688_0_1704,688,2025-01-30,7353.0,671.0,0.0
O690_0_1693,690,2025-01-15,8325.0,982.0,0.0
O690_1_7167,690,2025-01-17,7687.0,1159.0,990.0
O693_0_2734,693,2025-02-23,12154.0,1112.0,0.0
O697_0_5297,697,2025-01-11,8058.0,874.0,0.0
O701_0_8237,701,2025-01-10,10249.0,1145.0,0.0
O702_0_9131,702,2025-02-21,11040.0,1338.0,0.0
O703_0_6828,703,2025-01-21,10534.0,1282.0,0.0
O704_0_9401,704,2025-01-05,10324.0,1370.0,0.0
O705_0_9380,705,2025-02-04,11722.0,1284.0,0.0
O705_1_5039,705,2025-02-11,11360.0,819.0,0.0
O713_0_3355,713,2025-01-11,7945.0,929.0,0.0
O718_0_9875,718,2025-01-23,9487.0,864.0,0.0
O719_0_6600,719,2025-02-25,11047.0,928.0,0.0
O719_1_7854,719,2025-02-27,7860.0,544.0,0.0
O721_0_7283,721,2025-01-16,13257.0,1375.0,0.0
,725,2025-02-10,5611.0,559.0,0.0
O727_0_7190,727,2025-02-23,9716.0,573.0,0.0
O730_0_5062,730,2025-01-06,13954.0,1537.0,990.0
O732_0_4613,732,2025-01-07,11569.0,1336.0,0.0
O733_0_8681,733,2025-01-18,10444.0,756.0,0.0
O737_0_9110,737,2025-01-15,6785.0,730.0,0.0
O738_0_2496,738,2025-01-28,9961.0,1016.0,990.0
O743_0_5312,743,2025-01-10,9634.0,1148.0,0.0
O744_0_7220,744,2025-02-14,9633.0,941.0,0.0
O744_1_8393,744,2025-02-19,12854.0,1146.0,0.0
O745_0_5768,745,2025-01-10,14760.0,1492.0,1490.0
O746_0_7947,746,2025-01-15,9862.0,832.0,0.0
O748_0_1770,748,2025-01-14,10207.0,1004.0,0.0
O749_0_3197,749,2025-02-21,11404.0,1052.0,0.0
O752_0_1135,752,2025-02-23,11236.0,1201.0,0.0
O753_0_2196,753,2025-01-17,11075.0,1136.0,0.0
O755_0_4033,755,2025-01-03,8304.0,991.0,0.0
O758_0_8264,758,2025-01-10,10114.0,786.0,0.0
O769_0_1182,769,2025-01-23,8057.0,601.0,0.0
O770_0_5670,770,2025-02-11,11218.0,1047.0,0.0
O782_0_1176,782,2025-02-23,11591.0,898.0,0.0
O788_0_2920,788,2025-01-02,11906.0,1026.0,0.0
O790_0_5983,790,2025-02-24,9191.0,556.0,0.0
O795_0_2248,795,2025-02-23,12443.0,1068.0,0.0
O802_0_5723,802,2025-02-06,11462.0,821.0,0.0
O802_1_6003,802,2025-02-08,8944.0,722.0,990.0
O803_0_1064,803,2025-01-02,7832.0,969.0,0.0
O805_0_1987,805,2025-01-26,11520.0,1328.0,0.0
,808,2025-02-03,9870.0,1075.0,0.0
O815_0_3758,815,2025-02-08,13114.0,1459.0,1490.0
,819,2025-02-19,10229.0,1023.0,0.0
O820_0_4194,820,2025-01-31,9138.0,870.0,0.0
O826_0_8350,826,2025-01-21,13032.0,1670.0,0.0
O830_0_9239,830,2025-02-23,11117.0,1362.0,0.0
O836_0_6150,836,2025-01-25,10348.0,859.0,990.0
,841,2025-01-26,,,
O843_0_9315,843,2025-02-02,8249.0,744.0,0.0
O845_0_6748,845,2025-01-23,7195.0,714.0,0.0
O845_1_3339,845,2025-01-24,9938.0,1018.0,0.0
O846_0_1205,846,2025-02-13,8770.0,732.0,0.0
O847_0_2501,847,2025-02-18,8684.0,674.0,0.0
O850_0_7387,850,2025-01-25,12909.0,1776.0,0.0
O851_0_9235,851,2025-01-10,11793.0,533.0,0.0
O855_0_3783,855,2025-01-16,11056.0,936.0,0.0
O860_0_1128,860,2025-02-17,7908.0,603.0,0.0
O862_0_2658,862,2025-01-08,11736.0,1019.0,0.0
O864_0_3810,864,2025-02-27,10471.0,970.0,0.0
O865_0_3866,865,2025-02-04,8980.0,790.0,0.0
O866_0_7283,866,2025-01-09,7969.0,883.0,0.0
O870_0_1825,870,2025-02-04,10338.0,1321.0,0.0
O871_0_2244,871,2025-01-13,6288.0,456.0,0.0
O875_0_3589,875,2025-01-16,10973.0,1141.0,0.0
O875_1_4598,875,2025-01-19,9410.0,923.0,0.0
O879_0_1112,879,2025-02-03,13083.0,1657.0,0.0
O880_0_2314,880,2025-01-21,11481.0,863.0,0.0
O881_0_1973,881,2025-01-29,11212.0,1033.0,0.0
O882_0_9168,882,2025-02-19,10166.0,1075.0,0.0
O892_0_4747,892,2025-01-21,11110.0,982.0,990.0
O892_1_2556,892,2025-01-27,7951.0,925.0,0.0
O894_0_9233,894,2025-01-04,10603.0,1005.0,0.0
O895_0_6833,895,2025-01-23,12355.0,822.0,0.0
O896_0_2884,896,2025-01-20,11278.0,968.0,0.0
O897_0_8310,897,2025-01-31,6962.0,763.0,0.0
O899_0_1527,899,2025-01-22,13113.0,1556.0,0.0
O900_0_3326,900,2025-01-02,8518.0,989.0,0.0
O903_0_1381,903,2025-01-18,9081.0,847.0,0.0
O908_0_5358,908,2025-02-15,8271.0,942.0,990.0
O908_1_1413,908,2025-02-22,10582.0,779.0,0.0
O911_0_4749,911,2025-01-28,8147.0,728.0,0.0
O913_0_2094,913,2025-01-23,9186.0,1259.0,0.0
O915_0_8219,915,2025-01-10,12620.0,966.0,0.0
O916_0_5353,916,2025-02-05,9503.0,970.0,0.0
O916_1_4174,916,2025-02-08,12251.0,849.0,0.0
O918_0_4672,918,2025-02-01,11109.0,750.0,0.0
O920_0_7066,920,2025-01-31,9589.0,843.0,990.0
O928_0_7544,928,2025-02-21,6217.0,688.0,0.0
O932_0_2506,932,2025-01-17,10670.0,1460.0,0.0
O933_0_7774,933,2025-02-03,10132.0,781.0,0.0
O934_0_2378,934,2025-02-26,7301.0,816.0,0.0
O936_0_5089,936,2025-01-19,7946.0,981.0,0.0
O941_0_8466,941,2025-02-20,11869.0,1226.0,0.0
O943_0_4574,943,2025-01-10,8953.0,651.0,0.0
O943_1_7228,943,2025-01-14,11943.0,1159.0,0.0
O944_0_3251,944,2025-02-02,11238.0,1377.0,0.0
O948_0_9075,948,2025-01-13,7832.0,1112.0,990.0
O957_0_3235,957,2025-02-06,8459.0,1103.0,0.0
O960_0_9680,960,2025-01-11,7792.0,518.0,0.0
O963_0_4943,963,2025-01-10,12727.0,1125.0,0.0
O963_1_3161,963,2025-01-17,11384.0,1172.0,0.0
O965_0_3700,965,2025-01-29,6713.0,683.0,0.0
O966_0_6024,966,2025-02-09,7630.0,1008.0,0.0
O971_0_6489,971,2025-02-01,10919.0,1520.0,1490.0
O975_0_1140,975,2025-02-28,9732.0,1332.0,0.0
O979_0_7998,979,2025-02-26,7350.0,1044.0,0.0
O980_0_1972,980,2025-01-12,11542.0,1159.0,0.0
O982_0_9939,982,2025-02-19,8284.0,1015.0,0.0
O983_0_2419,983,2025-01-28,11322.0,927.0,0.0
O984_0_9797,984,2025-01-15,7928.0,763.0,0.0
O988_0_3196,988,2025-02-16,10593.0,1155.0,0.0
O990_0_5606,990,2025-02-06,10809.0,1425.0,990.0
O992_0_8612,992,2025-02-18,11836.0,1454.0,0.0
O994_0_1855,994,2025-01-21,10167.0,949.0,0.0
O996_0_5442,996,2025-01-20,13823.0,1566.0,990.0
O997_0_5980,997,2025-01-13,9314.0,706.0,0.0
O1001_0_8838,1001,2025-01-05,8260.0,1024.0,0.0
O1003_0_2169,1003,2025-02-24,10763.0,1085.0,1490.0
O1004_0_2624,1004,2025-01-30,10155.0,1196.0,0.0
O1008_0_9876,1008,2025-01-16,8784.0,1173.0,990.0
O1008_1_1393,1008,2025-01-19,8237.0,747.0,990.0
O1013_0_2897,1013,2025-01-16,11519.0,970.0,0.0
O1015_0_6108,1015,2025-02-02,12472.0,743.0,0.0
O1019_0_8490,1019,2025-01-22,9234.0,1004.0,0.0
,1023,2025-01-08,15518.0,1467.0,0.0
O1024_0_6938,1024,2025-02-24,11208.0,1135.0,0.0
O1028_0_4288,1028,2025-01-10,11159.0,1313.0,990.0
O1028_1_5182,1028,2025-01-17,12313.0,1570.0,0.0
O1030_0_5872,1030,2025-01-28,6648.0,664.0,0.0
O1033_0_6701,1033,2025-01-19,5543.0,764.0,0.0
O1035_0_1424,1035,2025-02-25,12249.0,653.0,0.0
O1036_0_8953,1036,2025-01-01,10098.0,1227.0,0.0
O1041_0_8399,1041,2025-01-17,9012.0,701.0,0.0
O1042_0_4381,1042,2025-02-04,10671.0,1232.0,0.0
O1043_0_9073,1043,2025-01-20,13036.0,1113.0,0.0
O1050_0_2399,1050,2025-01-27,10930.0,1053.0,0.0
O1052_0_6684,1052,2025-02-08,11406.0,1215.0,990.0
O1052_1_2285,1052,2025-02-10,12501.0,1324.0,0.0
O1057_0_7853,1057,2025-01-25,11567.0,1259.0,0.0
O1060_0_1557,1060,2025-01-03,11264.0,1013.0,0.0
O1067_0_3570,1067,2025-02-05,8925.0,1210.0,0.0
O1082_0_1767,1082,2025-02-16,9692.0,1031.0,0.0
O1086_0_5604,1086,2025-01-28,7795.0,714.0,0.0
O1088_0_7777,1088,2025-01-25,10549.0,1087.0,0.0
O1091_0_3774,1091,2025-02-14,10801.0,1151.0,0.0
O1093_0_8732,1093,2025-01-09,7336.0,986.0,0.0
O1093_1_5208,1093,2025-01-11,12593.0,1075.0,0.0
O1093_2_8053,1093,2025-01-12,13451.0,1391.0,0.0
O1095_0_9972,1095,2025-01-22,10848.0,1066.0,0.0
O1098_0_4837,1098,2025-02-02,11540.0,1742.0,0.0
O1099_0_9561,1099,2025-01-06,7027.0,706.0,1490.0
O1100_0_5928,1100,2025-02-11,14089.0,1134.0,0.0
O1103_0_3025,1103,2025-01-22,9694.0,1050.0,0.0
O1105_0_1948,1105,2025-02-10,11107.0,1356.0,0.0
O1108_0_8433,1108,2025-01-31,10699.0,541.0,0.0
O1110_0_7711,1110,2025-01-31,10783.0,852.0,0.0
O1111_0_9621,1111,2025-01-23,8064.0,992.0,0.0
O1115_0_6738,1115,2025-01-12,9549.0,1187.0,1490.0
O1120_0_9803,1120,2025-02-21,8184.0,749.0,0.0
O1126_0_1357,1126,2025-01-17,9892.0,1037.0,0.0
O1129_0_4420,1129,2025-01-20,10910.0,1128.0,0.0
O1131_0_4713,1131,2025-01-18,13520.0,1383.0,1490.0
O1132_0_5767,1132,2025-02-28,8860.0,892.0,0.0
O1134_0_1137,1134,2025-01-14,8507.0,922.0,0.0
O1136_0_8660,1136,2025-01-10,11695.0,1067.0,0.0
O1137_0_7098,1137,2025-01-25,9566.0,888.0,0.0
O1140_0_7628,1140,2025-01-12,10533.0,928.0,0.0
O1141_0_2753,1141,2025-01-29,7857.0,1087.0,0.0
O1143_0_5754,1143,2025-01-27,8712.0,1065.0,0.0
O1144_0_8500,1144,2025-01-20,10959.0,1354.0,0.0
O1146_0_1597,1146,2025-02-28,4063.0,516.0,0.0
