user_id,exp_group,event_date
56127,B,2025-01-01
56128,A,2025-01-01
9889,B,2025-01-01
79187,B,2025-01-01
38690,A,2025-01-01
33812,A,2025-01-01
36144,A,2025-01-01
31579,B,2025-01-01
62468,A,2025-01-01
66633,B,2025-01-01
58899,B,2025-01-01
18597,B,2025-01-01
49716,A,2025-01-01
64651,B,2025-01-01
40976,A,2025-01-01
91474,A,2025-01-01
80600,A,2025-01-01
68283,B,2025-01-01
21672,A,2025-01-01
27069,B,2025-01-01
8268,A,2025-01-01
44078,A,2025-01-01
15678,A,2025-01-01
15679,B,2025-01-01
66273,B,2025-01-01
66274,A,2025-01-01
18651,B,2025-01-01
22830,A,2025-01-01
83746,A,2025-01-01
21638,A,2025-01-01
49679,B,2025-01-01
71563,B,2025-01-01
18644,A,2025-01-01
83075,B,2025-01-01
25314,A,2025-01-01
84734,A,2025-01-01
86398,A,2025-01-01
81840,A,2025-01-01
64647,B,2025-01-01
80606,A,2025-01-01
93516,A,2025-01-01
18508,A,2025-01-01
79137,B,2025-01-01
21711,B,2025-01-01
24404,A,2025-01-01
52488,A,2025-01-01
5473,B,2025-01-01
80625,B,2025-01-01
66637,B,2025-01-01
5465,B,2025-01-01
40934,A,2025-01-01
31551,B,2025-01-01
18494,A,2025-01-01
38797,B,2025-01-01
28428,A,2025-01-01
43043,B,2025-01-01
21707,B,2025-01-01
18523,B,2025-01-01
47272,A,2025-01-01
2357,B,2025-01-01
69736,A,2025-01-01
2359,B,2025-01-01
89962,A,2025-01-01
28459,B,2025-01-01
91466,A,2025-01-01
2368,A,2025-01-01
77863,B,2025-01-01
89977,B,2025-01-01
40953,B,2025-01-01
57997,B,2025-01-01
25328,A,2025-01-01
21702,A,2025-01-01
56139,B,2025-01-01
63215,B,2025-01-01
49763,B,2025-01-01
81838,A,2025-01-01
65540,A,2025-01-01
21491,B,2025-01-01
55470,A,2025-01-01
85589,B,2025-01-01
65627,B,2025-01-01
1453,B,2025-01-01
89509,B,2025-01-01
1456,A,2025-01-01
89514,A,2025-01-01
65212,A,2025-01-01
41449,B,2025-01-01
38068,A,2025-01-01
92630,A,2025-01-01
73480,A,2025-01-01
79550,A,2025-01-01
77676,A,2025-01-01
55528,A,2025-01-01
25139,B,2025-01-01
81498,A,2025-01-01
41434,A,2025-01-01
45578,A,2025-01-01
58334,A,2025-01-01
74298,A,2025-01-01
49087,B,2025-01-01
1411,B,2025-01-01
59199,B,2025-01-01
91807,B,2025-01-01
62128,A,2025-01-01
38030,A,2025-01-01
57005,B,2025-01-01
99273,B,2025-01-01
76109,B,2025-01-01
65210,A,2025-01-01
10319,B,2025-01-01
36416,A,2025-01-01
82948,A,2025-01-01
41462,A,2025-01-01
94430,A,2025-01-01
95696,A,2025-01-01
21317,B,2025-01-01
28843,B,2025-01-01
1529,B,2025-01-01
63937,B,2025-01-01
75413,B,2025-01-01
23036,A,2025-01-01
69712,A,2025-01-01
23033,B,2025-01-01
95664,A,2025-01-01
62117,B,2025-01-01
60248,A,2025-01-01
79518,A,2025-01-01
92652,A,2025-01-01
23700,A,2025-01-01
21339,B,2025-01-01
96638,A,2025-01-01
23029,B,2025-01-01
38109,B,2025-01-01
99232,A,2025-01-01
47546,A,2025-01-01
30078,A,2025-01-01
19323,B,2025-01-01
31803,B,2025-01-01
91784,A,2025-01-01
71249,B,2025-01-01
61299,B,2025-01-01
35004,A,2025-01-01
1502,A,2025-01-01
94449,B,2025-01-01
30067,B,2025-01-01
79531,B,2025-01-01
75417,B,2025-01-01
59188,A,2025-01-01
13646,A,2025-01-01
65625,B,2025-01-01
30077,B,2025-01-01
23694,A,2025-01-01
65641,B,2025-01-01
53342,A,2025-01-01
19411,B,2025-01-01
41571,B,2025-01-01
91858,A,2025-01-01
53431,B,2025-01-01
58240,A,2025-01-01
26168,A,2025-01-01
1281,B,2025-01-01
89429,B,2025-01-01
59937,B,2025-01-01
87254,A,2025-01-01
75463,B,2025-01-01
49037,B,2025-01-01
15049,B,2025-01-01
37932,A,2025-01-01
73540,A,2025-01-01
81921,B,2025-01-01
47640,A,2025-01-01
94388,A,2025-01-01
77605,B,2025-01-01
61260,A,2025-01-01
19591,B,2025-01-01
71157,B,2025-01-01
11545,B,2025-01-01
28967,B,2025-01-01
6359,B,2025-01-01
55550,A,2025-01-01
63884,A,2025-01-01
42706,A,2025-01-01
71165,B,2025-01-01
56976,A,2025-01-01
37890,A,2025-01-01
49006,A,2025-01-01
37891,B,2025-01-01
53449,B,2025-01-01
36479,B,2025-01-01
45517,B,2025-01-01
19498,A,2025-01-01
62867,B,2025-01-01
41538,A,2025-01-01
7898,A,2025-01-01
42724,A,2025-01-01
11628,A,2025-01-01
93726,A,2025-01-01
81224,A,2025-01-01
15116,A,2025-01-01
73511,B,2025-01-01
6239,B,2025-01-01
80443,B,2025-01-01
38011,B,2025-01-01
15122,A,2025-01-01
61287,B,2025-01-01
54680,A,2025-01-01
84542,A,2025-01-01
33212,A,2025-01-01
92612,A,2025-01-01
47599,B,2025-01-01
37999,B,2025-01-01
64858,A,2025-01-01
93753,B,2025-01-01
53403,B,2025-01-01
77621,B,2025-01-01
36459,B,2025-01-01
47611,B,2025-01-01
65198,A,2025-01-01
15091,B,2025-01-01
65225,B,2025-01-01
99321,B,2025-01-01
76997,B,2025-01-01
11598,A,2025-01-01
99319,B,2025-01-01
7887,B,2025-01-01
83938,A,2025-01-01
6270,A,2025-01-01
44419,B,2025-01-01
86740,A,2025-01-01
74378,A,2025-01-01
1565,B,2025-01-01
21343,B,2025-01-01
63153,B,2025-01-01
30159,B,2025-01-01
1794,A,2025-01-01
59174,A,2025-01-01
1797,B,2025-01-01
15365,B,2025-01-01
83857,B,2025-01-01
63973,B,2025-01-01
47465,B,2025-01-01
71387,B,2025-01-01
21436,A,2025-01-01
47463,B,2025-01-01
30166,A,2025-01-01
63975,B,2025-01-01
19034,A,2025-01-01
45739,B,2025-01-01
99016,A,2025-01-01
19060,A,2025-01-01
84630,A,2025-01-01
80491,B,2025-01-01
88406,A,2025-01-01
96722,A,2025-01-01
62091,B,2025-01-01
5972,A,2025-01-01
34427,B,2025-01-01
54737,B,2025-01-01
15348,A,2025-01-01
91687,B,2025-01-01
26094,A,2025-01-01
42839,B,2025-01-01
33745,B,2025-01-01
38335,B,2025-01-01
8058,A,2025-01-01
60264,A,2025-01-01
32384,A,2025-01-01
99063,B,2025-01-01
15378,A,2025-01-01
26085,B,2025-01-01
38424,A,2025-01-01
76917,B,2025-01-01
5876,A,2025-01-01
69725,B,2025-01-01
41217,B,2025-01-01
76196,A,2025-01-01
73313,B,2025-01-01
60112,A,2025-01-01
61363,B,2025-01-01
96766,A,2025-01-01
52932,A,2025-01-01
70132,A,2025-01-01
49424,A,2025-01-01
58211,B,2025-01-01
24478,A,2025-01-01
75334,A,2025-01-01
41276,A,2025-01-01
60890,A,2025-01-01
15423,B,2025-01-01
52984,A,2025-01-01
5917,B,2025-01-01
22966,A,2025-01-01
93633,B,2025-01-01
60582,A,2025-01-01
52976,A,2025-01-01
41257,B,2025-01-01
10103,B,2025-01-01
87188,A,2025-01-01
65240,A,2025-01-01
15406,A,2025-01-01
11839,B,2025-01-01
31708,A,2025-01-01
62800,A,2025-01-01
34415,B,2025-01-01
74369,B,2025-01-01
76165,B,2025-01-01
8040,A,2025-01-01
89667,B,2025-01-01
71312,A,2025-01-01
81874,A,2025-01-01
76155,B,2025-01-01
28783,B,2025-01-01
56454,A,2025-01-01
38206,A,2025-01-01
11745,B,2025-01-01
53161,B,2025-01-01
38208,A,2025-01-01
92661,B,2025-01-01
74336,A,2025-01-01
45688,A,2025-01-01
28777,B,2025-01-01
42805,B,2025-01-01
93673,B,2025-01-01
76154,A,2025-01-01
79472,A,2025-01-01
23708,A,2025-01-01
92657,B,2025-01-01
56445,B,2025-01-01
68587,B,2025-01-01
23023,B,2025-01-01
31792,A,2025-01-01
86471,B,2025-01-01
33185,B,2025-01-01
1598,A,2025-01-01
26118,A,2025-01-01
89583,B,2025-01-01
67562,A,2025-01-01
11724,A,2025-01-01
68992,A,2025-01-01
45674,A,2025-01-01
99138,A,2025-01-01
32369,B,2025-01-01
57944,A,2025-01-01
15287,B,2025-01-01
62829,B,2025-01-01
11757,B,2025-01-01
79444,A,2025-01-01
38278,A,2025-01-01
71347,B,2025-01-01
10183,B,2025-01-01
94512,A,2025-01-01
87600,A,2025-01-01
38290,A,2025-01-01
19125,B,2025-01-01
53077,B,2025-01-01
84616,A,2025-01-01
11783,B,2025-01-01
35057,B,2025-01-01
91705,B,2025-01-01
99069,B,2025-01-01
62095,B,2025-01-01
42818,A,2025-01-01
77731,B,2025-01-01
28751,B,2025-01-01
99087,B,2025-01-01
99108,A,2025-01-01
83883,B,2025-01-01
53134,A,2025-01-01
6042,A,2025-01-01
15298,A,2025-01-01
1668,A,2025-01-01
77727,B,2025-01-01
69249,B,2025-01-01
49269,B,2025-01-01
89645,B,2025-01-01
69943,B,2025-01-01
81510,A,2025-01-01
32375,B,2025-01-01
93666,A,2025-01-01
28756,A,2025-01-01
67778,A,2025-01-01
38258,A,2025-01-01
85414,A,2025-01-01
27160,A,2025-01-01
35285,B,2025-01-01
51464,A,2025-01-01
39654,A,2025-01-01
78626,A,2025-01-01
39657,B,2025-01-01
72200,A,2025-01-01
70266,A,2025-01-01
4468,A,2025-01-01
40184,A,2025-01-01
16703,B,2025-01-01
93041,B,2025-01-01
40181,B,2025-01-01
83467,B,2025-01-01
64376,A,2025-01-01
93042,A,2025-01-01
4453,B,2025-01-01
90600,A,2025-01-01
95959,B,2025-01-01
30894,A,2025-01-01
22134,A,2025-01-01
3594,A,2025-01-01
55966,A,2025-01-01
12517,B,2025-01-01
70259,B,2025-01-01
16667,B,2025-01-01
17446,A,2025-01-01
39634,A,2025-01-01
93026,A,2025-01-01
16670,A,2025-01-01
62647,B,2025-01-01
61826,A,2025-01-01
40220,A,2025-01-01
74709,B,2025-01-01
72194,A,2025-01-01
74711,B,2025-01-01
69107,B,2025-01-01
24181,B,2025-01-01
90630,A,2025-01-01
74913,B,2025-01-01
82422,A,2025-01-01
90649,B,2025-01-01
80905,B,2025-01-01
50711,B,2025-01-01
85069,B,2025-01-01
87027,B,2025-01-01
31214,A,2025-01-01
46503,B,2025-01-01
60332,A,2025-01-01
3738,A,2025-01-01
57225,B,2025-01-01
80898,A,2025-01-01
39735,B,2025-01-01
66799,B,2025-01-01
55047,B,2025-01-01
97549,B,2025-01-01
76516,A,2025-01-01
27539,B,2025-01-01
22168,A,2025-01-01
61662,A,2025-01-01
82484,A,2025-01-01
86237,B,2025-01-01
90636,A,2025-01-01
4441,B,2025-01-01
74722,A,2025-01-01
55975,B,2025-01-01
85065,B,2025-01-01
81721,B,2025-01-01
95025,B,2025-01-01
67294,A,2025-01-01
72608,A,2025-01-01
16744,A,2025-01-01
58645,B,2025-01-01
9185,B,2025-01-01
78588,A,2025-01-01
56052,A,2025-01-01
17469,B,2025-01-01
83481,B,2025-01-01
40344,A,2025-01-01
43756,A,2025-01-01
22062,A,2025-01-01
39520,A,2025-01-01
72114,A,2025-01-01
35503,B,2025-01-01
31289,B,2025-01-01
31288,A,2025-01-01
69788,A,2025-01-01
40326,A,2025-01-01
4641,B,2025-01-01
25556,A,2025-01-01
4637,B,2025-01-01
55004,A,2025-01-01
85015,B,2025-01-01
35492,A,2025-01-01
3472,A,2025-01-01
43345,B,2025-01-01
86958,A,2025-01-01
80957,B,2025-01-01
86950,A,2025-01-01
83537,B,2025-01-01
17631,B,2025-01-01
46940,A,2025-01-01
65498,A,2025-01-01
25534,A,2025-01-01
59991,B,2025-01-01
40363,B,2025-01-01
31305,B,2025-01-01
51657,B,2025-01-01
16517,B,2025-01-01
8708,A,2025-01-01
65497,B,2025-01-01
78700,A,2025-01-01
22498,A,2025-01-01
70372,A,2025-01-01
58960,A,2025-01-01
35819,B,2025-01-01
86134,A,2025-01-01
91021,B,2025-01-01
12921,B,2025-01-01
27487,B,2025-01-01
17513,B,2025-01-01
39578,A,2025-01-01
78661,B,2025-01-01
46840,A,2025-01-01
4553,B,2025-01-01
3560,A,2025-01-01
22113,B,2025-01-01
27909,B,2025-01-01
17483,B,2025-01-01
17479,B,2025-01-01
17474,A,2025-01-01
43365,B,2025-01-01
50585,B,2025-01-01
83505,B,2025-01-01
86254,A,2025-01-01
74663,B,2025-01-01
64416,A,2025-01-01
17560,A,2025-01-01
59704,A,2025-01-01
58056,A,2025-01-01
46868,A,2025-01-01
34012,A,2025-01-01
72595,B,2025-01-01
55229,B,2025-01-01
78246,A,2025-01-01
43361,B,2025-01-01
87871,B,2025-01-01
24013,B,2025-01-01
46414,A,2025-01-01
72155,B,2025-01-01
80776,A,2025-01-01
35526,A,2025-01-01
27431,B,2025-01-01
22395,B,2025-01-01
80897,B,2025-01-01
40024,A,2025-01-01
57271,B,2025-01-01
40021,B,2025-01-01
93141,B,2025-01-01
12684,A,2025-01-01
39914,A,2025-01-01
59662,A,2025-01-01
9049,B,2025-01-01
27698,A,2025-01-01
39919,B,2025-01-01
81702,A,2025-01-01
22325,B,2025-01-01
95121,B,2025-01-01
32717,B,2025-01-01
4032,A,2025-01-01
90858,A,2025-01-01
97667,B,2025-01-01
78381,B,2025-01-01
3976,A,2025-01-01
3935,B,2025-01-01
51168,A,2025-01-01
74778,A,2025-01-01
51164,A,2025-01-01
12656,A,2025-01-01
35612,A,2025-01-01
83419,B,2025-01-01
72341,B,2025-01-01
55999,B,2025-01-01
51151,B,2025-01-01
97636,A,2025-01-01
22336,A,2025-01-01
35675,B,2025-01-01
39894,A,2025-01-01
39895,B,2025-01-01
17094,A,2025-01-01
24129,B,2025-01-01
97668,A,2025-01-01
8970,A,2025-01-01
39983,B,2025-01-01
50977,B,2025-01-01
51042,A,2025-01-01
32740,A,2025-01-01
66765,B,2025-01-01
17005,B,2025-01-01
90816,A,2025-01-01
74815,B,2025-01-01
64303,B,2025-01-01
4102,A,2025-01-01
9014,A,2025-01-01
64301,B,2025-01-01
9012,A,2025-01-01
4109,B,2025-01-01
43518,A,2025-01-01
4081,B,2025-01-01
61743,B,2025-01-01
87940,A,2025-01-01
97693,B,2025-01-01
4183,B,2025-01-01
46618,A,2025-01-01
4045,B,2025-01-01
34099,B,2025-01-01
60353,B,2025-01-01
16963,B,2025-01-01
85171,B,2025-01-01
87945,B,2025-01-01
39946,A,2025-01-01
12704,A,2025-01-01
4154,A,2025-01-01
56003,B,2025-01-01
22316,A,2025-01-01
55118,A,2025-01-01
86170,A,2025-01-01
93124,A,2025-01-01
86160,A,2025-01-01
90739,B,2025-01-01
60341,B,2025-01-01
34158,A,2025-01-01
35722,A,2025-01-01
97585,B,2025-01-01
9146,A,2025-01-01
12601,B,2025-01-01
86213,B,2025-01-01
69512,A,2025-01-01
61704,A,2025-01-01
72561,B,2025-01-01
66364,A,2025-01-01
85214,A,2025-01-01
31190,A,2025-01-01
51252,A,2025-01-01
43450,A,2025-01-01
35712,A,2025-01-01
27566,A,2025-01-01
16844,A,2025-01-01
76649,B,2025-01-01
72290,A,2025-01-01
27552,A,2025-01-01
46510,A,2025-01-01
16786,A,2025-01-01
72274,A,2025-01-01
3771,B,2025-01-01
35734,A,2025-01-01
50747,B,2025-01-01
83455,B,2025-01-01
78554,A,2025-01-01
51310,A,2025-01-01
40114,A,2025-01-01
39774,A,2025-01-01
22387,B,2025-01-01
17265,B,2025-01-01
78546,A,2025-01-01
40104,A,2025-01-01
34148,A,2025-01-01
17212,A,2025-01-01
83439,B,2025-01-01
43456,A,2025-01-01
12638,A,2025-01-01
64269,B,2025-01-01
43585,B,2025-01-01
16872,A,2025-01-01
34143,B,2025-01-01
17152,A,2025-01-01
93083,B,2025-01-01
50841,B,2025-01-01
43459,B,2025-01-01
32700,A,2025-01-01
72524,A,2025-01-01
67305,B,2025-01-01
86156,A,2025-01-01
59647,B,2025-01-01
9118,A,2025-01-01
87983,B,2025-01-01
72538,A,2025-01-01
86990,A,2025-01-01
78508,A,2025-01-01
40083,B,2025-01-01
69129,B,2025-01-01
51243,B,2025-01-01
17194,A,2025-01-01
51239,B,2025-01-01
57282,A,2025-01-01
24034,A,2025-01-01
74763,B,2025-01-01
90715,B,2025-01-01
87912,A,2025-01-01
97859,B,2025-01-01
51223,B,2025-01-01
90718,A,2025-01-01
30983,B,2025-01-01
39843,B,2025-01-01
39837,B,2025-01-01
97366,A,2025-01-01
82365,B,2025-01-01
92977,B,2025-01-01
98429,B,2025-01-01
27237,B,2025-01-01
81603,B,2025-01-01
60805,B,2025-01-01
25910,A,2025-01-01
18100,A,2025-01-01
78042,A,2025-01-01
97158,A,2025-01-01
66886,A,2025-01-01
85384,A,2025-01-01
52072,A,2025-01-01
88180,A,2025-01-01
5094,A,2025-01-01
67823,B,2025-01-01
16123,B,2025-01-01
54901,B,2025-01-01
31446,A,2025-01-01
75130,A,2025-01-01
16088,A,2025-01-01
47118,A,2025-01-01
25408,A,2025-01-01
50045,B,2025-01-01
76794,A,2025-01-01
68526,A,2025-01-01
39090,A,2025-01-01
58710,A,2025-01-01
8483,B,2025-01-01
52115,B,2025-01-01
57433,B,2025-01-01
66303,B,2025-01-01
30564,A,2025-01-01
68702,A,2025-01-01
61513,B,2025-01-01
27226,A,2025-01-01
83145,B,2025-01-01
88213,B,2025-01-01
40672,A,2025-01-01
65527,B,2025-01-01
63479,B,2025-01-01
76388,A,2025-01-01
2979,B,2025-01-01
81614,A,2025-01-01
28199,B,2025-01-01
32585,B,2025-01-01
98377,B,2025-01-01
97200,A,2025-01-01
25442,A,2025-01-01
51978,A,2025-01-01
83169,B,2025-01-01
2994,A,2025-01-01
90281,B,2025-01-01
75108,A,2025-01-01
51972,A,2025-01-01
62718,A,2025-01-01
60647,B,2025-01-01
55905,B,2025-01-01
9569,B,2025-01-01
22653,B,2025-01-01
98411,B,2025-01-01
18070,A,2025-01-01
30609,B,2025-01-01
64135,B,2025-01-01
87776,A,2025-01-01
69885,B,2025-01-01
40650,A,2025-01-01
91240,A,2025-01-01
84865,B,2025-01-01
61533,B,2025-01-01
39154,A,2025-01-01
98397,B,2025-01-01
27267,B,2025-01-01
83156,A,2025-01-01
84880,A,2025-01-01
46130,A,2025-01-01
25925,B,2025-01-01
18161,B,2025-01-01
80647,B,2025-01-01
93447,B,2025-01-01
98546,A,2025-01-01
18284,A,2025-01-01
9698,A,2025-01-01
15979,B,2025-01-01
38966,A,2025-01-01
73012,A,2025-01-01
54874,A,2025-01-01
98538,A,2025-01-01
55362,A,2025-01-01
5262,A,2025-01-01
86353,B,2025-01-01
38992,A,2025-01-01
98528,A,2025-01-01
27173,B,2025-01-01
40775,B,2025-01-01
90116,A,2025-01-01
98551,B,2025-01-01
47203,B,2025-01-01
71725,B,2025-01-01
58608,A,2025-01-01
59762,A,2025-01-01
28352,A,2025-01-01
9716,A,2025-01-01
66650,A,2025-01-01
75180,A,2025-01-01
40819,B,2025-01-01
93450,A,2025-01-01
75173,B,2025-01-01
74522,A,2025-01-01
28337,B,2025-01-01
87737,B,2025-01-01
2664,A,2025-01-01
46079,B,2025-01-01
63247,B,2025-01-01
65535,B,2025-01-01
79016,A,2025-01-01
2780,A,2025-01-01
98484,A,2025-01-01
72985,B,2025-01-01
75154,A,2025-01-01
47144,A,2025-01-01
91310,A,2025-01-01
36006,A,2025-01-01
33888,A,2025-01-01
12170,A,2025-01-01
47133,B,2025-01-01
52155,B,2025-01-01
5175,B,2025-01-01
64118,A,2025-01-01
86073,B,2025-01-01
21844,A,2025-01-01
22687,B,2025-01-01
50009,B,2025-01-01
40756,A,2025-01-01
76809,B,2025-01-01
86352,A,2025-01-01
79009,B,2025-01-01
66898,A,2025-01-01
59759,B,2025-01-01
35304,A,2025-01-01
2740,A,2025-01-01
68524,A,2025-01-01
59072,A,2025-01-01
22702,A,2025-01-01
5223,B,2025-01-01
94757,B,2025-01-01
98494,A,2025-01-01
83131,B,2025-01-01
65533,B,2025-01-01
94758,A,2025-01-01
61505,B,2025-01-01
40769,B,2025-01-01
5013,B,2025-01-01
87788,A,2025-01-01
81014,A,2025-01-01
94894,A,2025-01-01
76707,B,2025-01-01
35887,B,2025-01-01
21991,B,2025-01-01
78165,B,2025-01-01
90404,A,2025-01-01
22545,B,2025-01-01
94897,B,2025-01-01
28059,B,2025-01-01
67515,B,2025-01-01
8649,B,2025-01-01
78167,B,2025-01-01
78755,B,2025-01-01
27394,A,2025-01-01
46314,A,2025-01-01
3254,A,2025-01-01
28053,B,2025-01-01
51771,B,2025-01-01
72012,A,2025-01-01
43836,A,2025-01-01
51814,A,2025-01-01
56075,B,2025-01-01
39323,B,2025-01-01
87820,A,2025-01-01
17829,B,2025-01-01
90382,A,2025-01-01
51800,A,2025-01-01
88119,B,2025-01-01
34229,B,2025-01-01
16367,B,2025-01-01
94886,A,2025-01-01
92941,B,2025-01-01
98247,B,2025-01-01
78157,B,2025-01-01
61876,A,2025-01-01
76706,A,2025-01-01
3287,B,2025-01-01
86937,B,2025-01-01
22534,A,2025-01-01
51724,A,2025-01-01
22532,A,2025-01-01
95308,A,2025-01-01
92972,A,2025-01-01
78189,B,2025-01-01
66849,B,2025-01-01
78712,A,2025-01-01
3348,A,2025-01-01
66846,A,2025-01-01
78194,A,2025-01-01
43316,A,2025-01-01
60051,B,2025-01-01
40390,A,2025-01-01
27417,B,2025-01-01
25513,B,2025-01-01
65509,B,2025-01-01
51735,B,2025-01-01
72035,B,2025-01-01
92964,A,2025-01-01
90423,B,2025-01-01
58039,B,2025-01-01
85315,B,2025-01-01
28045,B,2025-01-01
61591,B,2025-01-01
35457,B,2025-01-01
21961,B,2025-01-01
69525,B,2025-01-01
8661,B,2025-01-01
57379,B,2025-01-01
78183,B,2025-01-01
95315,B,2025-01-01
82509,B,2025-01-01
50410,A,2025-01-01
32903,B,2025-01-01
72026,A,2025-01-01
96497,B,2025-01-01
80980,A,2025-01-01
4870,A,2025-01-01
71952,A,2025-01-01
25454,A,2025-01-01
30663,B,2025-01-01
30670,A,2025-01-01
94847,B,2025-01-01
27309,B,2025-01-01
76758,A,2025-01-01
90302,A,2025-01-01
39233,B,2025-01-01
25458,A,2025-01-01
4962,A,2025-01-01
63290,A,2025-01-01
61918,A,2025-01-01
31390,A,2025-01-01
3075,B,2025-01-01
